"Marital status","Application mode","Application order","Course","Daytime/evening attendance","Previous qualification","Previous qualification grade","Nationality","Mother's qualification","Father's qualification","Admission grade","Displaced","Educational special needs","Debtor","Gender","Scholarship holder","Age at enrollment","International","Semester 1 enrolled units","Semester 1 approved units","Semester 1 grade","Semester 2 enrolled units","Semester 2 approved units","Semester 2 grade","Unemployment rate","Inflation rate","GDP","Target"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",131,"Portuguese","Basic education","Basic education",127.9,"no","no","no","Female","yes",19,"no",5,5,12.8,5,5,14.2,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",130,"Portuguese","Basic education","Basic education",121.3,"yes","no","no","Female","no",19,"no",6,6,14.1666666666667,6,6,12.2,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Oral Hygiene","daytime","qualified",122,"Portuguese","Secondary education and above","Secondary education and above",117.1,"yes","no","no","Female","no",19,"no",7,5,12.1,7,0,0,0.139,-0.003,0.0079,"Dropout"
"single","Other","2nd choice","Veterinary Nursing","daytime","overqualified",160,"Portuguese","Basic education","Basic education",160,"yes","no","no","Female","no",20,"no",6,6,14.1666666666667,6,5,13.7777777777778,0.124,0.005,0.0179,"Graduate"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",146,"Portuguese","Basic education","Basic education",145.3,"yes","no","no","Female","yes",18,"no",6,5,12.8,6,5,13.4,0.094,-0.008,-0.0312,"Enrolled"
"single","General contingent","not 2nd choice","Social Service","daytime","qualified",131,"Portuguese","Secondary education and above","Secondary education and above",122.6,"yes","no","no","Female","no",18,"no",6,6,13,6,6,13.6666666666667,0.124,0.005,0.0179,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",132,"Portuguese","Secondary education and above","Basic education",128,"yes","no","no","Female","no",19,"no",7,7,13.4671428571429,8,8,15.0111111111111,0.124,0.005,0.0179,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",138,"Portuguese","Basic education","Basic education",124.9,"yes","no","no","Female","yes",18,"no",7,7,13.2375,8,7,13.7428571428571,0.139,-0.003,0.0079,"Dropout"
"single","General contingent","not 2nd choice","Communication Design","daytime","qualified",130,"Portuguese","Basic education","Basic education",123.7,"yes","no","no","Female","no",18,"no",6,6,12.3333333333333,6,6,13,0.076,0.026,0.0032,"Graduate"
"single","General contingent","not 2nd choice","Management","daytime","qualified",126,"Portuguese","Secondary education and above","Basic education",120.1,"yes","no","no","Female","no",19,"no",5,5,12.4,5,5,14.6,0.089,0.014,0.0351,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",148,"Portuguese","Secondary education and above","Basic education",131.7,"yes","no","no","Female","no",19,"no",7,5,14,7,0,0,0.139,-0.003,0.0079,"Dropout"
"single","Other","2nd choice","Social Service","daytime","qualified",130,"Portuguese","Basic education","Basic education",133.2,"no","no","no","Female","no",20,"no",9,9,11.6666666666667,7,7,11.7142857142857,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",117,"Portuguese","Secondary education and above","Basic education",109.3,"no","no","yes","Female","yes",19,"no",6,5,12,6,4,12.5,0.124,0.005,0.0179,"Dropout"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",120,"Portuguese","Basic education","Basic education",113,"yes","no","no","Female","no",20,"no",5,4,12.2,5,4,11.5,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",153,"Portuguese","Secondary education and above","Secondary education and above",157.9,"no","no","yes","Female","yes",18,"no",6,6,14.8333333333333,6,6,14.8333333333333,0.089,0.014,0.0351,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",117,"Portuguese","Basic education","Secondary education and above",112.1,"no","no","no","Female","yes",20,"no",7,5,13.188,8,7,12.8928571428571,0.111,0.006,0.0202,"Enrolled"
"single","General contingent","2nd choice","Nursing","daytime","qualified",178,"Portuguese","Basic education","Secondary education and above",174.7,"no","no","no","Female","no",18,"no",7,7,17.125,8,8,17.5875,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",129,"Portuguese","Basic education","Basic education",128.8,"yes","no","no","Female","no",19,"no",7,6,12.6666666666667,7,6,12.6666666666667,0.076,0.026,0.0032,"Graduate"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",116,"Portuguese","Basic education","Secondary education and above",110.1,"yes","no","no","Female","yes",19,"no",6,6,12.6666666666667,6,5,12,0.124,0.005,0.0179,"Graduate"
"single","Other","2nd choice","Management","daytime","qualified",99,"Portuguese","Secondary education and above","Secondary education and above",99.7,"yes","no","yes","Female","no",22,"no",5,0,0,5,0,0,0.089,0.014,0.0351,"Enrolled"
"single","General contingent","not 2nd choice","Social Service","daytime","qualified",135,"Portuguese","Secondary education and above","Basic education",121,"yes","no","no","Female","yes",19,"no",6,6,11.3333333333333,6,6,11.5,0.124,0.005,0.0179,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",141,"Portuguese","Basic education","Basic education",131.7,"yes","no","no","Female","yes",19,"no",7,7,13.605,8,8,12.33125,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Basic Education","daytime","qualified",132,"Portuguese","Basic education","Basic education",119.1,"yes","no","no","Female","yes",19,"no",6,5,12,6,5,10.8,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","not 2nd choice","Tourism","daytime","qualified",132,"Portuguese","Basic education","Basic education",124.7,"yes","no","no","Female","no",19,"no",5,0,0,5,0,0,0.076,0.026,0.0032,"Dropout"
"single","General contingent","2nd choice","Tourism","daytime","qualified",113,"Portuguese","Secondary education and above","Basic education",117.2,"yes","no","no","Female","no",20,"no",6,5,11.2,6,3,11.6666666666667,0.076,0.026,0.0032,"Dropout"
"single","General contingent","2nd choice","Management","daytime","qualified",134,"Portuguese","Secondary education and above","Basic education",128.8,"no","no","no","Female","no",18,"no",5,5,13.375,5,5,14.1666666666667,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",136,"Portuguese","Secondary education and above","Basic education",131.5,"no","no","no","Female","yes",20,"no",7,6,13.8633333333333,8,7,14.1785714285714,0.111,0.006,0.0202,"Graduate"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",136,"Portuguese","Secondary education and above","Basic education",121.7,"yes","no","no","Female","no",18,"no",0,0,0,0,0,0,0.094,-0.008,-0.0312,"Enrolled"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",129,"Portuguese","Secondary education and above","Basic education",123.4,"no","no","no","Female","no",19,"no",5,5,12.4,5,5,13.4,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",138,"Portuguese","Basic education","Basic education",124.7,"yes","no","no","Female","no",18,"no",6,3,12.3333333333333,6,5,10.8333333333333,0.094,-0.008,-0.0312,"Enrolled"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",137,"Portuguese","Basic education","Basic education",132.8,"yes","no","no","Female","no",18,"no",6,6,13.3333333333333,6,5,11.8,0.076,0.026,0.0032,"Graduate"
"single","Other","2nd choice","Basic Education","daytime","qualified",115,"Portuguese","Secondary education and above","Basic education",108.7,"yes","no","no","Female","no",21,"no",6,3,12.6666666666667,6,3,10,0.094,-0.008,-0.0312,"Dropout"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",129,"Portuguese","Basic education","Basic education",138.1,"no","no","no","Female","no",19,"no",6,6,12,6,4,11.5,0.076,0.026,0.0032,"Dropout"
"single","General contingent","2nd choice","Management","daytime","qualified",131,"Portuguese","Basic education","Basic education",126.5,"no","no","no","Female","yes",18,"no",5,5,10.6,5,5,11.8,0.124,0.005,0.0179,"Graduate"
"single","General contingent","not 2nd choice","Social Service","daytime","qualified",133,"Portuguese","Secondary education and above","Basic education",127.4,"yes","no","no","Female","yes",18,"no",6,6,12.25,6,6,11.8571428571429,0.127,0.037,-0.017,"Graduate"
"single","General contingent","not 2nd choice","Social Service","daytime","qualified",125,"Portuguese","Basic education","Secondary education and above",123.6,"yes","no","no","Female","no",20,"no",6,4,11,6,6,11.8333333333333,0.094,-0.008,-0.0312,"Graduate"
"single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",120,"Portuguese","Secondary education and above","Basic education",122,"no","no","no","Female","yes",24,"no",6,5,11,6,5,12.6,0.111,0.006,0.0202,"Graduate"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",128,"Portuguese","Basic education","Secondary education and above",118.2,"no","no","no","Female","no",19,"no",6,6,13.1666666666667,6,6,13,0.108,0.014,0.0174,"Dropout"
"single","General contingent","2nd choice","Nursing","daytime","qualified",127,"Portuguese","Basic education","Basic education",123.9,"yes","no","no","Female","yes",18,"no",7,7,12.8555555555556,8,7,12.7611111111111,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",134,"Portuguese","Basic education","Basic education",125.8,"yes","no","no","Female","no",18,"no",7,7,14.91875,8,8,15.355,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Basic Education","daytime","qualified",132,"Portuguese","Basic education","Basic education",123.3,"yes","no","no","Female","no",21,"no",6,4,11.5,6,3,11,0.108,0.014,0.0174,"Dropout"
"single","General contingent","not 2nd choice","Advertising and Marketing Management","daytime","qualified",124,"Portuguese","Secondary education and above","Basic education",124.4,"no","no","no","Female","no",19,"no",5,5,14.2,5,5,14.2,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",126,"no","no","no","Female","yes",19,"no",6,6,12.5,6,6,13,0.155,0.028,-0.0406,"Graduate"
"not single","Over 23 years old","2nd choice","Agronomy","daytime","qualified",170,"Portuguese","Secondary education and above","Basic education",170,"no","no","yes","Female","no",47,"no",1,0,0,6,0,0,0.089,0.014,0.0351,"Enrolled"
"single","General contingent","not 2nd choice","Social Service","daytime","qualified",125,"Portuguese","Basic education","Basic education",121.5,"no","no","no","Female","no",19,"no",6,5,11.6666666666667,6,4,11,0.139,-0.003,0.0079,"Graduate"
"single","Over 23 years old","2nd choice","Nursing","daytime","overqualified",130,"Portuguese","Secondary education and above","Secondary education and above",130,"no","no","no","Female","no",29,"no",8,7,14.2571428571429,8,7,14.2571428571429,0.127,0.037,-0.017,"Graduate"
"single","Other","2nd choice","Social Service","daytime","qualified",125,"Portuguese","Basic education","Basic education",117,"yes","no","no","Female","no",21,"no",6,3,12,6,2,11.3333333333333,0.162,0.003,-0.0092,"Dropout"
"single","Over 23 years old","2nd choice","Veterinary Nursing","daytime","qualified",130,"Portuguese","Basic education","Basic education",130,"yes","no","no","Female","no",28,"no",5,4,11.25,5,4,10.5,0.127,0.037,-0.017,"Enrolled"
"single","General contingent","not 2nd choice","Oral Hygiene","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",108,"no","no","no","Female","no",20,"no",7,7,12.4571428571429,8,8,13.5625,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",131,"Portuguese","Secondary education and above","Basic education",132.3,"yes","no","no","Female","no",19,"no",7,6,11.6833333333333,7,6,11.6833333333333,0.076,0.026,0.0032,"Graduate"
"single","Other","2nd choice","Social Service (evening attendance)","evening","qualified",150,"Portuguese","Basic education","Secondary education and above",148,"no","no","no","Female","no",26,"no",6,3,11.6666666666667,6,5,12,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","not 2nd choice","Tourism","daytime","qualified",125,"Portuguese","Basic education","Basic education",122.6,"yes","no","yes","Female","no",20,"no",6,4,11.75,6,6,13.1666666666667,0.111,0.006,0.0202,"Dropout"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",131,"Portuguese","Basic education","Basic education",123,"yes","no","no","Female","yes",18,"no",5,3,11.6666666666667,5,4,13.5,0.076,0.026,0.0032,"Enrolled"
"single","Over 23 years old","2nd choice","Basic Education","daytime","qualified",130,"Portuguese","Basic education","Basic education",102.5,"no","no","no","Female","no",27,"no",6,5,13.2,6,5,12,0.076,0.026,0.0032,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",123,"Portuguese","Other","Other",113.3,"yes","no","no","Female","no",20,"no",7,4,11.95,7,4,11.95,0.076,0.026,0.0032,"Dropout"
"single","General contingent","not 2nd choice","Basic Education","daytime","qualified",141,"Portuguese","Basic education","Basic education",133,"yes","no","no","Female","no",18,"no",6,5,12.4,6,5,10.4,0.094,-0.008,-0.0312,"Dropout"
"single","Other","2nd choice","Nursing","daytime","overqualified",140,"Portuguese","Secondary education and above","Secondary education and above",140,"no","no","no","Female","no",33,"no",7,6,14.35,8,6,14.5833333333333,0.162,0.003,-0.0092,"Dropout"
"single","Other","2nd choice","Basic Education","daytime","qualified",140,"Portuguese","Secondary education and above","Secondary education and above",128.3,"yes","no","no","Female","no",35,"no",21,21,12.6190476190476,19,19,12.7894736842105,0.124,0.005,0.0179,"Graduate"
